,12e_EMPTY WELL_1,12e_E588_1,12e_E590_1,12e_E591_1,12e_CONTROL_1,12e_E592_1,12e_E593_1,12e_E594_1,12e_EMPTY WELL_2,12e_E588_2,12e_E590_2,12e_E591_2,12e_CONTROL_2,12e_E592_2,12e_E593_2,12e_E594_2,1e_EMPTY WELL_1,1e_E521_1,1e_E522_1,1e_E523_1,1e_CONTROL_1,1e_E524_1,1e_E525_1,1e_E526_1,1e_EMPTY WELL_2,1e_E521_2,1e_E522_2,1e_E523_2,1e_CONTROL_2,1e_E524_2,1e_E525_2,1e_E526_2,9e_EMPTY WELL_1,9e_E510_1,9e_E513_1,9e_E515_1,9e_CONTROL_1,9e_E517_1,9e_E518_1,9e_E520_1,9e_EMPTY WELL_2,9e_E510_2,9e_E513_2,9e_E515_2,9e_CONTROL_2,9e_E517_2,9e_E518_2,9e_E520_2
122,320.7,1775.5,1889.3,636.3,1667.3,2022.9,1736.9,1902.7,305.9,1599.2,1737.5,1335.8,1779.7,2050.5,1692.3,1756.3,310.4,2221.0,2273.6,2017.7,2171.8,1939.3,2084.1,2367.5,311.3,2155.3,2163.7,2028.6,2211.1,1923.2,2010.9,2178.4,302.5,2196.7,2335.1,2248.3,2693.7,2100.8,2321.4,2661.6,311.3,2155.7,1912.8,2093.1,2632.7,1974.1,2327.2,2579.0
123,320.6,1770.9,1895.4,636.2,1657.6,2019.8,1731.2,1903.6,305.8,1598.6,1736.3,1333.7,1787.8,2057.9,1687.8,1761.2,310.4,2216.0,2276.0,2019.2,2170.8,1935.4,2073.3,2369.2,311.7,2159.1,2160.0,2021.1,2220.9,1931.0,2011.5,2175.0,302.2,2192.6,2339.6,2240.3,2690.6,2095.5,2323.6,2658.7,310.9,2154.7,1915.7,2098.5,2638.1,1980.6,2316.5,2579.0
124,320.7,1765.5,1893.0,635.5,1647.7,2017.5,1723.8,1900.1,305.5,1598.8,1742.5,1326.4,1794.5,2060.4,1683.8,1763.5,310.4,2220.7,2274.5,2011.4,2166.5,1930.1,2074.5,2369.8,311.4,2154.4,2168.6,2015.7,2219.8,1925.9,2021.9,2196.8,302.4,2191.7,2343.4,2249.2,2692.1,2098.7,2325.8,2662.1,311.1,2159.0,1914.7,2106.7,2648.4,2004.2,2314.1,2567.5
125,320.7,1763.7,1891.5,635.9,1656.4,2021.6,1726.1,1901.5,306.0,1590.9,1742.8,1329.3,1795.0,2069.5,1680.2,1762.2,310.3,2215.0,2277.6,2016.8,2173.9,1929.9,2073.0,2370.1,311.6,2155.7,2172.1,2021.6,2207.9,1925.4,2025.4,2219.1,302.1,2183.2,2345.0,2249.1,2702.3,2098.3,2322.7,2659.2,310.7,2163.5,1923.8,2115.6,2646.8,2005.3,2323.3,2571.2
126,320.4,1759.1,1893.7,636.2,1664.6,2011.7,1725.9,1899.3,305.5,1585.9,1756.8,1325.8,1782.4,2070.0,1688.7,1766.2,310.3,2225.4,2282.2,2024.2,2171.3,1939.4,2072.9,2367.8,311.1,2156.7,2164.4,2021.4,2209.9,1931.7,2026.3,2226.2,302.4,2185.7,2353.5,2253.9,2707.8,2102.0,2307.7,2648.2,311.0,2163.1,1921.5,2126.9,2650.3,2002.8,2320.4,2556.9
127,320.6,1755.7,1900.3,636.2,1667.9,2011.6,1733.4,1894.8,305.6,1585.4,1749.6,1319.9,1782.6,2065.4,1691.3,1757.5,310.3,2222.0,2296.2,2024.7,2166.1,1935.5,2065.1,2362.7,311.5,2159.4,2154.1,2013.4,2197.9,1934.6,2025.7,2214.4,302.1,2177.4,2369.1,2243.4,2707.8,2107.9,2304.8,2634.1,310.7,2160.0,1924.0,2131.3,2656.8,2003.5,2319.6,2554.9
128,320.5,1756.3,1903.8,636.4,1667.7,2026.5,1736.3,1894.1,305.4,1594.7,1746.5,1321.0,1793.0,2065.5,1693.0,1757.2,310.2,2228.1,2300.5,2022.3,2160.1,1928.4,2069.9,2361.4,311.3,2158.4,2155.8,2004.5,2200.5,1935.2,2013.3,2206.6,302.3,2176.1,2365.9,2231.3,2714.9,2110.1,2303.4,2621.4,311.2,2157.4,1925.2,2137.5,2653.5,1993.2,2324.4,2561.1
129,320.4,1760.6,1903.2,636.2,1666.3,2032.2,1736.7,1897.9,305.4,1603.3,1747.1,1324.6,1791.7,2062.5,1692.5,1747.8,310.0,2219.8,2297.5,2012.3,2168.9,1923.9,2077.1,2374.9,311.3,2155.4,2161.3,2002.5,2185.0,1929.1,2021.5,2190.3,302.1,2168.9,2368.3,2241.6,2721.5,2111.7,2297.8,2624.1,310.8,2157.1,1921.7,2138.9,2653.6,1984.7,2335.7,2564.0
130,320.5,1755.4,1901.5,636.0,1663.1,2024.4,1738.3,1898.7,305.7,1607.1,1750.2,1328.7,1784.7,2055.2,1690.1,1736.2,310.0,2212.5,2281.0,2011.8,2166.7,1922.8,2069.8,2374.3,311.2,2153.3,2161.5,2018.9,2182.3,1916.1,2030.5,2181.8,302.3,2158.8,2366.9,2246.9,2721.3,2106.3,2290.4,2626.4,310.9,2152.4,1925.1,2143.5,2648.2,1992.8,2322.4,2573.0
131,320.3,1768.0,1900.2,636.3,1657.4,2029.7,1733.0,1894.9,305.4,1605.1,1755.4,1329.9,1780.5,2043.4,1705.3,1737.7,310.1,2221.3,2285.8,2005.9,2162.2,1922.1,2067.4,2375.4,311.6,2153.3,2159.0,2025.2,2186.9,1920.8,2029.5,2205.2,302.1,2155.9,2367.5,2240.0,2722.1,2099.9,2288.7,2633.9,310.8,2147.9,1921.5,2140.2,2645.0,1996.0,2319.7,2579.6
132,320.1,1763.7,1901.3,636.3,1658.8,2033.8,1729.5,1891.6,305.5,1600.9,1747.5,1326.0,1778.0,2048.4,1708.0,1731.6,310.1,2210.8,2281.7,2010.4,2155.1,1925.6,2075.5,2371.1,311.3,2151.0,2152.5,2024.6,2180.7,1916.3,2037.1,2215.0,302.2,2153.5,2364.3,2230.5,2726.9,2095.6,2286.8,2621.9,310.5,2145.8,1928.8,2145.0,2644.5,2012.3,2333.0,2571.9
133,320.4,1764.5,1892.7,636.8,1661.8,2033.7,1734.8,1895.7,305.7,1599.1,1747.6,1326.9,1770.6,2055.3,1707.9,1734.9,310.1,2218.0,2293.2,2021.5,2152.4,1918.3,2077.1,2359.6,311.3,2149.0,2158.4,2020.3,2187.6,1916.7,2036.4,2215.6,301.9,2145.6,2365.0,2219.6,2715.9,2083.7,2286.5,2622.4,310.6,2138.6,1938.5,2155.0,2648.7,2015.0,2342.9,2569.6
134,320.3,1760.7,1893.1,637.3,1667.0,2019.5,1732.8,1893.4,305.3,1599.4,1749.1,1325.2,1767.4,2046.1,1710.5,1737.1,310.0,2215.9,2294.4,2022.5,2154.0,1921.5,2075.4,2358.7,311.1,2153.4,2160.2,2011.4,2194.9,1905.6,2024.3,2216.8,301.9,2150.0,2368.6,2214.2,2709.1,2079.5,2275.1,2617.5,310.8,2128.3,1931.3,2170.3,2655.6,2024.4,2338.6,2555.1
135,320.3,1763.6,1896.5,636.8,1663.9,2018.7,1728.0,1889.9,305.3,1604.0,1758.6,1326.6,1776.2,2040.9,1706.8,1733.3,310.1,2211.4,2289.2,2029.7,2150.8,1920.0,2086.3,2353.2,311.0,2169.6,2157.7,2014.2,2194.0,1901.6,2022.1,2214.2,302.2,2145.9,2361.1,2211.4,2703.9,2075.5,2273.4,2603.7,310.8,2127.7,1943.5,2168.6,2655.1,2038.0,2326.1,2556.6
136,320.4,1764.9,1910.2,637.3,1652.2,2023.8,1722.5,1892.2,305.5,1603.7,1763.1,1331.1,1776.2,2035.9,1708.6,1725.9,310.0,2215.3,2290.1,2030.3,2155.4,1917.8,2093.4,2348.9,311.2,2169.4,2150.4,2015.9,2190.2,1892.5,2018.4,2219.2,301.7,2154.0,2357.8,2210.1,2701.9,2074.0,2282.1,2616.9,310.6,2134.1,1945.4,2182.9,2659.1,2052.0,2323.7,2559.6
137,320.2,1765.6,1909.9,637.1,1643.0,2027.1,1724.2,1892.0,305.2,1609.7,1765.8,1333.4,1775.3,2034.7,1703.3,1725.0,310.0,2214.5,2285.4,2018.9,2155.3,1917.5,2096.1,2351.8,310.8,2175.6,2149.0,2012.0,2184.6,1907.7,2016.4,2215.8,302.1,2142.1,2355.2,2231.1,2703.3,2074.2,2278.0,2615.9,310.9,2134.3,1944.8,2177.7,2657.7,2048.0,2330.1,2566.5
138,320.2,1771.8,1904.1,636.5,1649.1,2025.4,1721.7,1891.1,305.5,1614.0,1757.1,1341.1,1768.3,2029.7,1704.8,1729.1,309.9,2216.6,2284.6,2020.4,2155.5,1922.1,2101.6,2347.8,310.9,2172.6,2140.2,2013.7,2180.1,1897.1,2022.3,2230.9,301.8,2131.4,2353.0,2230.9,2709.7,2062.6,2273.8,2604.1,310.6,2137.8,1935.8,2173.2,2649.0,2038.5,2325.8,2556.7
139,320.2,1777.5,1888.3,636.6,1653.4,2025.7,1725.8,1886.8,305.2,1616.0,1760.1,1335.4,1761.6,2027.1,1702.1,1727.5,309.9,2206.4,2282.8,2012.7,2158.3,1919.8,2093.6,2349.4,311.0,2166.5,2147.7,2014.4,2173.3,1892.6,2021.8,2234.3,301.9,2126.4,2337.8,2227.5,2709.2,2045.7,2268.6,2609.8,310.8,2146.5,1941.8,2169.6,2647.1,2020.4,2327.3,2551.8
140,320.1,1779.9,1900.1,636.3,1651.7,2021.2,1718.6,1888.0,305.4,1622.7,1752.3,1339.3,1761.4,2027.0,1710.2,1727.0,309.8,2215.3,2281.7,2019.5,2154.8,1906.0,2089.6,2346.8,311.0,2160.6,2144.2,2007.8,2171.1,1905.0,2015.6,2223.7,301.7,2124.4,2343.0,2224.0,2706.1,2036.6,2259.0,2605.3,310.5,2143.6,1941.4,2166.5,2647.3,2022.4,2316.9,2554.2
141,320.2,1775.1,1897.0,636.5,1653.1,2022.6,1721.9,1891.3,305.5,1618.7,1756.1,1338.9,1764.7,2035.1,1713.4,1718.2,309.7,2214.6,2271.8,2023.6,2159.2,1901.8,2085.9,2348.7,310.7,2156.5,2143.1,2004.4,2161.9,1905.3,2004.6,2231.8,302.0,2124.6,2332.1,2219.6,2707.7,2039.1,2264.7,2613.9,310.6,2138.4,1934.9,2167.6,2646.9,2026.1,2315.2,2541.2
142,320.0,1772.1,1887.0,636.5,1666.5,2024.7,1731.6,1891.2,305.2,1617.2,1749.3,1340.6,1775.1,2036.9,1712.3,1717.7,309.8,2217.6,2280.0,2018.7,2151.3,1899.0,2074.6,2340.5,311.0,2166.4,2143.3,2003.3,2162.7,1894.2,2007.1,2239.9,301.7,2118.4,2329.3,2213.3,2703.4,2025.0,2270.8,2612.6,310.3,2136.9,1940.6,2158.0,2641.7,2020.3,2305.3,2548.2
143,320.1,1767.6,1886.0,635.7,1664.1,2025.6,1731.6,1888.1,305.1,1605.4,1756.0,1344.0,1774.5,2045.8,1709.4,1720.2,309.7,2207.7,2272.9,2021.0,2146.8,1898.1,2081.9,2332.0,310.6,2171.4,2131.1,2008.1,2168.2,1898.4,2018.2,2244.1,301.9,2127.4,2332.2,2203.4,2704.8,2042.7,2269.3,2602.7,310.6,2140.1,1929.1,2154.3,2636.9,2019.2,2293.6,2545.6
144,320.0,1769.3,1895.9,636.1,1673.8,2022.1,1728.4,1891.9,305.2,1590.4,1748.9,1342.1,1768.9,2043.5,1710.1,1724.4,309.7,2198.6,2268.8,2012.3,2144.9,1897.4,2084.3,2328.4,311.0,2168.2,2122.4,2010.2,2162.1,1897.2,2009.6,2245.2,301.8,2132.0,2322.6,2196.5,2699.5,2047.0,2273.3,2611.1,310.3,2143.7,1906.7,2161.0,2627.5,2017.5,2294.6,2551.9
145,320.1,1770.2,1892.0,635.5,1680.3,2022.7,1724.1,1890.7,304.9,1581.2,1742.3,1337.8,1764.2,2044.4,1708.6,1722.4,309.6,2199.2,2263.0,2009.8,2141.4,1887.7,2072.0,2333.2,310.5,2176.8,2115.8,2008.1,2162.4,1901.3,2002.5,2234.6,301.6,2117.5,2326.4,2196.9,2695.8,2038.2,2278.0,2618.3,310.4,2129.5,1893.0,2161.8,2629.1,2020.2,2285.6,2548.9
146,319.9,1769.6,1891.7,635.5,1669.2,2022.6,1717.3,1895.5,305.0,1590.0,1744.5,1332.4,1763.8,2041.2,1709.7,1722.8,309.5,2198.9,2268.2,2010.9,2136.0,1881.2,2067.3,2329.4,311.0,2172.4,2121.8,2003.0,2151.2,1888.5,2008.6,2230.7,301.5,2113.1,2328.5,2190.5,2689.9,2034.2,2275.1,2620.3,310.6,2120.8,1894.7,2156.4,2631.3,2016.0,2279.0,2540.3
147,319.8,1770.5,1892.4,635.2,1661.7,2019.6,1722.1,1893.3,304.9,1589.9,1747.7,1335.4,1759.9,2043.9,1713.8,1717.0,309.4,2208.0,2262.4,2009.7,2134.0,1879.9,2061.3,2333.3,310.7,2167.6,2130.4,2000.7,2126.9,1889.1,2006.7,2236.3,301.6,2102.8,2330.5,2174.8,2684.2,2032.3,2267.9,2623.1,310.5,2120.2,1903.2,2158.0,2631.9,2024.2,2285.9,2535.5
148,319.9,1766.4,1891.4,635.0,1664.7,2014.6,1725.9,1888.3,305.3,1592.1,1747.3,1341.1,1762.6,2052.5,1713.6,1727.5,309.6,2203.8,2266.1,2016.0,2129.9,1880.2,2070.2,2329.2,310.9,2179.9,2116.8,1992.5,2105.5,1889.7,1999.1,2243.7,301.6,2101.1,2320.3,2160.3,2695.3,2036.4,2258.5,2625.5,310.4,2119.9,1914.2,2139.8,2631.4,2032.5,2295.4,2534.3
149,319.8,1770.5,1889.0,634.2,1673.6,2014.9,1725.2,1889.6,304.9,1590.2,1747.5,1349.4,1765.5,2049.1,1717.4,1727.9,309.7,2203.4,2270.7,2012.9,2124.2,1885.8,2069.0,2317.5,310.4,2169.2,2125.4,1999.5,2108.2,1878.4,1986.5,2233.8,301.3,2107.5,2317.2,2147.3,2695.4,2044.8,2262.1,2609.8,310.3,2113.0,1911.4,2139.5,2632.4,2025.4,2294.2,2540.1
150,319.9,1773.1,1889.0,633.9,1680.2,2006.3,1727.4,1886.0,304.8,1585.6,1742.7,1354.7,1763.8,2038.9,1718.1,1726.3,309.6,2190.9,2275.4,2007.7,2120.6,1893.2,2068.2,2313.2,310.8,2169.6,2128.4,2009.4,2121.1,1870.1,1979.3,2226.2,301.3,2096.8,2312.2,2139.5,2691.6,2048.3,2264.5,2616.6,310.5,2113.8,1919.1,2141.7,2635.9,2022.2,2289.5,2543.1
151,319.9,1777.4,1889.4,633.9,1676.5,2004.5,1728.6,1890.1,305.1,1581.8,1736.2,1357.0,1764.1,2026.6,1710.3,1713.2,309.5,2185.2,2273.9,2006.8,2117.4,1904.3,2073.3,2326.9,310.6,2174.8,2123.8,2002.5,2135.8,1869.9,1975.3,2244.1,301.3,2091.6,2297.0,2106.7,2694.8,2031.7,2264.2,2600.4,310.4,2106.8,1903.7,2140.6,2631.0,2015.7,2282.8,2534.5
152,319.7,1770.7,1890.9,633.7,1675.1,2011.2,1730.6,1884.2,305.0,1579.6,1733.7,1357.3,1770.1,2024.0,1710.5,1708.6,309.5,2192.0,2262.5,2002.7,2114.5,1902.8,2071.3,2331.6,310.8,2179.7,2121.6,2009.5,2128.9,1860.7,1977.0,2220.2,301.5,2089.7,2308.5,2108.1,2698.3,2031.7,2259.3,2608.7,310.4,2096.2,1908.0,2133.4,2625.4,2030.7,2279.9,2541.5
153,319.8,1767.3,1901.3,634.1,1679.2,2012.4,1728.7,1884.5,304.7,1582.1,1728.7,1353.1,1771.1,2024.4,1711.7,1706.7,309.4,2192.1,2268.8,1999.4,2109.8,1900.0,2075.3,2334.9,310.6,2178.4,2101.9,2003.0,2125.6,1865.1,1975.7,2211.0,301.2,2090.2,2306.2,2106.5,2689.0,2023.9,2251.4,2614.8,310.1,2097.1,1911.2,2135.1,2622.1,2036.3,2276.1,2526.9
154,319.7,1771.6,1904.5,633.7,1676.4,2012.3,1729.5,1885.8,304.8,1574.7,1729.4,1351.9,1766.1,2023.0,1705.9,1701.6,309.4,2197.5,2272.5,2002.9,2109.8,1902.0,2088.8,2330.8,310.7,2171.7,2100.5,2002.1,2126.0,1853.8,1973.4,2222.8,301.6,2081.7,2281.6,2093.5,2674.0,2024.6,2237.7,2599.5,310.4,2103.5,1915.7,2126.2,2619.4,2032.1,2278.9,2531.6
155,319.7,1764.5,1898.1,633.6,1675.7,2005.2,1729.3,1884.0,304.8,1573.6,1728.6,1348.8,1773.2,2028.2,1706.3,1701.4,309.4,2192.4,2260.9,2007.0,2113.7,1902.6,2086.1,2330.9,310.7,2169.0,2109.2,2012.3,2140.0,1854.0,1971.5,2230.1,301.3,2076.1,2276.2,2087.1,2678.1,2021.8,2240.2,2584.6,310.1,2097.3,1910.7,2121.3,2614.7,2024.7,2282.2,2528.6
156,319.8,1754.4,1891.0,634.2,1672.2,2000.6,1728.1,1884.8,305.0,1566.8,1722.2,1343.7,1766.6,2023.3,1706.7,1702.2,309.4,2195.5,2265.9,2006.8,2116.4,1907.7,2089.4,2327.0,310.4,2169.9,2111.9,2008.4,2128.7,1857.6,1963.3,2220.2,301.5,2074.7,2253.2,2087.1,2677.3,2012.0,2233.2,2590.4,310.1,2090.5,1906.3,2116.4,2610.0,2024.8,2283.1,2522.6
157,319.5,1760.3,1896.1,634.0,1669.4,2015.7,1719.9,1884.8,304.7,1576.8,1725.2,1344.6,1769.6,2031.0,1704.9,1703.9,309.5,2189.5,2266.6,2000.7,2116.1,1904.1,2095.7,2322.7,310.6,2162.9,2108.7,2001.5,2127.5,1856.6,1966.6,2231.6,301.3,2069.8,2234.6,2082.8,2680.7,1993.8,2220.2,2579.1,309.7,2084.5,1904.0,2115.8,2607.6,2029.4,2286.9,2524.7
158,319.6,1753.1,1894.0,633.2,1670.0,2005.3,1722.6,1883.2,304.7,1577.0,1720.5,1345.8,1769.6,2027.7,1703.5,1701.1,309.3,2195.3,2266.4,1997.2,2114.9,1889.3,2091.1,2318.8,310.2,2167.8,2104.9,2000.9,2137.9,1842.3,1965.6,2236.2,301.4,2071.8,2233.3,2087.2,2684.4,2001.0,2221.5,2584.2,310.0,2078.4,1904.7,2099.7,2605.5,2026.5,2282.7,2514.2
159,319.7,1743.7,1890.8,633.7,1678.5,2006.3,1719.8,1879.8,305.0,1571.9,1722.0,1343.8,1770.2,2044.9,1698.0,1705.3,309.4,2170.2,2266.9,1992.4,2118.9,1894.0,2094.6,2325.5,310.7,2165.4,2113.5,2002.9,2145.2,1848.3,1963.5,2220.0,301.2,2072.7,2234.3,2093.7,2686.7,2000.2,2208.1,2589.9,310.0,2070.5,1905.3,2094.5,2609.4,2024.5,2281.9,2501.3
160,319.6,1749.6,1894.2,633.7,1676.5,2013.7,1720.0,1878.5,304.7,1575.8,1712.5,1343.6,1768.1,2047.7,1697.8,1704.7,309.3,2169.9,2263.2,1996.7,2122.5,1888.5,2093.6,2324.3,310.1,2161.6,2121.9,2008.0,2140.1,1851.8,1957.1,2220.4,301.1,2074.3,2224.3,2090.2,2693.6,1997.2,2205.6,2581.4,309.7,2058.2,1893.9,2071.3,2596.6,2022.5,2287.7,2514.8
161,319.6,1754.2,1889.8,634.4,1670.6,2008.9,1715.0,1876.5,304.9,1577.3,1718.6,1337.6,1765.3,2046.6,1698.1,1700.4,309.3,2173.0,2268.3,1996.2,2112.4,1890.8,2084.9,2326.2,310.5,2165.4,2126.2,2014.3,2135.5,1847.6,1955.5,2222.1,301.5,2072.3,2210.2,2097.7,2688.7,1988.8,2196.5,2582.5,310.1,2059.3,1874.6,2071.9,2589.3,2022.0,2277.8,2501.6
162,319.4,1754.4,1875.7,633.5,1674.6,2024.1,1717.0,1873.5,304.4,1571.8,1720.0,1340.2,1759.4,2043.1,1696.9,1704.7,309.1,2173.4,2256.6,2001.3,2112.2,1886.7,2075.2,2319.0,310.3,2166.0,2122.4,2005.9,2129.5,1851.9,1961.8,2221.0,301.1,2071.6,2229.5,2103.1,2686.9,1985.6,2190.9,2577.0,309.7,2053.4,1881.1,2058.2,2588.1,2008.7,2275.0,2499.7
163,319.6,1755.9,1878.4,633.0,1670.9,2026.9,1727.1,1871.5,304.8,1570.6,1719.9,1343.8,1758.0,2040.9,1690.9,1710.5,309.3,2175.9,2258.7,1997.3,2115.3,1881.9,2075.4,2318.4,310.3,2157.3,2109.9,1994.3,2126.4,1854.4,1967.9,2228.4,301.3,2071.8,2244.3,2111.1,2692.0,1992.5,2183.4,2568.5,310.1,2040.0,1879.3,2054.3,2592.7,2006.7,2264.9,2500.1
164,319.3,1754.2,1875.7,633.1,1673.9,2023.2,1728.9,1874.3,304.4,1564.2,1726.7,1346.6,1755.4,2039.1,1691.5,1714.3,309.3,2169.4,2248.0,2010.4,2123.4,1876.1,2070.0,2320.3,310.2,2156.2,2118.5,1993.2,2122.4,1859.8,1959.5,2223.3,301.1,2077.7,2253.7,2102.5,2687.7,2004.6,2177.2,2570.2,309.9,2029.2,1873.8,2050.7,2570.8,1995.1,2268.5,2492.1
165,319.5,1749.3,1868.3,632.8,1678.5,2014.2,1735.7,1876.6,304.4,1561.2,1730.9,1339.4,1749.3,2042.0,1696.1,1723.3,309.3,2173.1,2247.5,2024.1,2114.9,1872.9,2082.9,2316.5,310.1,2151.6,2119.9,1991.2,2123.2,1850.9,1966.7,2230.6,301.4,2078.4,2253.5,2105.2,2683.0,1996.7,2164.5,2553.0,310.1,2024.5,1875.8,2058.4,2561.8,2000.0,2262.1,2486.5
166,319.3,1748.3,1866.0,632.7,1688.7,2004.3,1727.6,1881.7,304.5,1563.1,1721.2,1340.7,1740.4,2049.7,1688.3,1719.2,309.2,2159.2,2241.1,2025.6,2120.2,1869.9,2075.3,2297.0,310.5,2146.4,2112.5,1999.6,2119.1,1870.9,1973.3,2228.3,301.0,2077.3,2257.5,2096.8,2685.1,1990.8,2159.3,2537.5,310.0,2025.1,1873.0,2067.4,2567.0,1997.6,2270.6,2474.2
167,319.4,1747.1,1862.0,632.7,1680.7,2005.8,1723.9,1883.7,304.5,1560.3,1720.1,1339.2,1742.3,2053.8,1676.1,1715.8,309.0,2164.9,2239.1,2008.8,2120.1,1859.0,2058.3,2298.9,310.1,2146.6,2109.7,1993.7,2114.1,1870.7,1978.5,2220.4,301.4,2079.9,2256.4,2093.7,2687.6,1993.5,2161.7,2533.1,310.0,2032.3,1868.3,2054.4,2576.4,1992.0,2269.0,2473.3
168,319.4,1753.0,1864.5,632.9,1680.3,2003.5,1721.5,1885.8,304.8,1557.2,1714.1,1338.2,1740.3,2055.2,1676.4,1707.5,309.2,2164.0,2224.4,2006.8,2115.3,1869.3,2059.0,2303.0,310.5,2141.7,2102.8,2002.0,2103.9,1872.6,1986.1,2217.1,301.1,2081.0,2251.6,2089.0,2689.1,1998.0,2165.2,2509.1,309.7,2034.7,1871.4,2056.6,2574.5,1990.6,2263.4,2479.2
169,319.4,1752.9,1868.9,632.8,1684.2,2004.3,1715.6,1886.4,304.4,1557.9,1714.1,1340.5,1737.6,2050.2,1680.6,1711.3,309.2,2162.2,2223.0,2010.0,2116.1,1872.9,2054.3,2306.3,310.2,2139.5,2092.5,2003.6,2104.6,1878.1,1971.2,2203.6,301.0,2078.1,2264.2,2073.7,2696.8,1999.1,2154.2,2496.9,309.9,2041.9,1857.3,2051.0,2566.7,2001.4,2253.7,2483.7
170,319.3,1753.8,1868.5,632.7,1678.9,2013.4,1714.8,1888.3,304.7,1565.2,1719.3,1339.8,1741.2,2046.6,1682.6,1708.8,309.2,2151.9,2226.9,1999.7,2119.6,1877.0,2061.8,2303.7,310.4,2138.2,2101.2,1997.2,2104.7,1877.5,1956.7,2221.1,301.3,2086.5,2264.3,2079.1,2685.0,1997.6,2150.1,2493.6,310.0,2044.2,1854.6,2042.8,2565.1,1974.6,2246.1,2473.4
171,319.4,1747.7,1873.9,632.5,1670.4,2018.7,1714.6,1881.7,304.2,1562.5,1720.6,1341.8,1745.4,2054.3,1677.8,1701.2,309.2,2149.5,2212.5,1992.6,2115.3,1884.5,2069.8,2311.1,310.0,2136.6,2092.5,2002.4,2098.3,1884.6,1955.1,2220.2,301.1,2081.1,2248.6,2072.8,2682.6,1994.3,2152.9,2475.7,309.6,2043.4,1866.0,2050.2,2549.6,1954.8,2248.3,2468.6
172,319.4,1746.3,1882.5,631.6,1670.3,2018.4,1713.6,1880.2,304.5,1565.3,1725.0,1338.5,1745.3,2054.3,1668.4,1691.9,309.1,2153.3,2216.2,1984.5,2118.9,1886.7,2074.7,2309.3,310.5,2147.6,2089.1,1997.9,2094.1,1886.4,1962.1,2209.5,301.3,2064.4,2238.0,2067.7,2678.6,2002.6,2152.3,2488.6,310.1,2040.3,1853.7,2059.9,2541.4,1952.9,2252.9,2465.0
173,319.1,1743.6,1885.1,631.5,1671.5,2011.4,1722.3,1881.9,304.7,1559.2,1718.9,1339.9,1744.5,2057.6,1669.6,1697.2,309.2,2154.6,2216.0,1995.2,2118.8,1875.7,2080.9,2311.7,309.9,2148.2,2096.4,2001.5,2100.4,1873.4,1977.5,2216.1,301.0,2067.4,2231.3,2062.2,2669.5,2000.4,2151.4,2478.9,309.5,2043.9,1848.7,2052.2,2549.4,1945.0,2247.9,2465.4
174,319.1,1738.6,1879.3,632.1,1675.7,2013.0,1727.1,1879.3,304.2,1561.2,1709.7,1343.1,1740.3,2050.6,1667.6,1692.9,309.1,2144.9,2217.1,2005.2,2121.7,1877.8,2082.8,2318.4,310.4,2157.9,2107.9,1995.5,2100.0,1859.5,1965.5,2205.4,301.2,2064.7,2219.1,2064.6,2665.8,1990.1,2157.2,2476.2,310.1,2041.0,1845.8,2041.2,2550.0,1934.2,2238.1,2478.3
175,319.4,1747.4,1869.6,633.1,1678.9,2017.7,1726.5,1878.1,304.5,1564.4,1715.7,1346.1,1742.4,2057.4,1678.3,1697.6,309.1,2145.5,2205.4,1998.4,2112.9,1866.8,2076.2,2320.1,310.0,2153.1,2103.9,1994.3,2092.0,1852.6,1960.1,2196.8,301.1,2062.2,2214.9,2065.8,2660.7,1965.9,2165.0,2463.0,309.6,2046.5,1851.1,2039.5,2559.4,1915.7,2238.7,2481.4
176,318.9,1750.9,1870.3,633.4,1668.4,2020.0,1716.7,1877.2,304.2,1563.6,1713.3,1340.9,1749.5,2060.5,1681.6,1696.7,309.0,2145.7,2205.4,1993.1,2114.0,1863.8,2072.2,2316.8,310.2,2154.7,2101.5,1999.5,2087.2,1850.2,1944.0,2190.1,301.2,2056.1,2197.1,2051.3,2663.5,1978.7,2172.5,2438.5,309.8,2043.2,1859.3,2034.7,2556.6,1911.9,2236.8,2489.0
177,319.3,1741.5,1876.6,632.7,1662.0,2022.6,1719.4,1877.3,304.3,1567.0,1710.7,1337.8,1756.4,2059.6,1679.0,1696.6,309.0,2150.8,2189.1,1997.2,2114.4,1866.2,2077.4,2313.3,310.1,2144.9,2105.2,2003.2,2100.0,1841.2,1946.8,2191.9,301.0,2067.7,2193.9,2047.7,2676.5,1970.0,2171.6,2431.7,309.6,2026.0,1843.2,2036.1,2558.6,1912.5,2230.9,2491.6
178,319.1,1738.3,1875.5,632.9,1664.9,2022.0,1715.1,1875.7,304.2,1568.2,1718.0,1334.5,1757.3,2057.3,1661.5,1698.4,308.9,2158.8,2195.6,1996.4,2110.9,1865.1,2069.7,2314.9,309.8,2134.1,2100.9,2006.5,2103.6,1822.8,1953.3,2189.6,301.2,2071.1,2207.1,2040.1,2676.3,1976.9,2172.2,2417.6,309.9,2028.5,1835.4,2042.3,2552.1,1903.7,2219.0,2490.5
