,12e_EMPTY WELL_1,12e_E588_1,12e_E590_1,12e_E591_1,12e_CONTROL_1,12e_E592_1,12e_E593_1,12e_E594_1,12e_EMPTY WELL_2,12e_E588_2,12e_E590_2,12e_E591_2,12e_CONTROL_2,12e_E592_2,12e_E593_2,12e_E594_2,1e_EMPTY WELL_1,1e_E521_1,1e_E522_1,1e_E523_1,1e_CONTROL_1,1e_E524_1,1e_E525_1,1e_E526_1,1e_EMPTY WELL_2,1e_E521_2,1e_E522_2,1e_E523_2,1e_CONTROL_2,1e_E524_2,1e_E525_2,1e_E526_2,9e_EMPTY WELL_1,9e_E510_1,9e_E513_1,9e_E515_1,9e_CONTROL_1,9e_E517_1,9e_E518_1,9e_E520_1,9e_EMPTY WELL_2,9e_E510_2,9e_E513_2,9e_E515_2,9e_CONTROL_2,9e_E517_2,9e_E518_2,9e_E520_2
179,319.0,1735.8,1882.6,632.8,1672.6,2029.0,1717.5,1876.9,304.1,1572.1,1722.4,1333.0,1746.6,2056.0,1669.4,1695.5,309.0,2142.5,2210.7,1987.6,2116.2,1857.6,2067.6,2307.0,310.3,2141.2,2089.7,2004.1,2108.5,1843.8,1947.4,2206.6,300.8,2079.6,2226.2,2029.6,2672.5,1974.6,2173.5,2396.5,309.6,2024.6,1824.3,2036.5,2556.4,1898.5,2227.4,2492.5
180,319.2,1743.6,1884.9,633.3,1663.3,2017.8,1720.7,1879.4,304.6,1574.6,1710.9,1338.4,1747.8,2058.6,1659.5,1696.0,309.0,2139.0,2213.0,1986.5,2114.2,1861.1,2062.1,2304.2,310.1,2142.3,2089.3,2007.1,2106.8,1841.3,1937.1,2200.0,301.1,2072.4,2226.6,2008.8,2672.9,1974.1,2173.1,2398.8,309.6,2029.4,1835.6,2023.8,2555.7,1902.1,2223.1,2489.3
181,319.0,1747.5,1878.8,633.8,1662.4,2014.2,1725.7,1877.3,304.3,1575.4,1714.8,1337.7,1746.9,2063.3,1661.4,1700.8,309.0,2141.3,2220.2,1993.7,2117.3,1867.0,2047.1,2292.5,310.3,2153.5,2104.0,2004.0,2112.6,1842.1,1934.9,2183.4,301.0,2079.7,2228.6,2000.2,2669.4,1967.5,2173.4,2411.6,309.4,2025.4,1832.3,2032.9,2550.5,1903.1,2210.8,2482.9
182,319.1,1745.6,1877.6,633.7,1657.1,2014.4,1717.7,1872.6,304.1,1573.0,1720.6,1342.6,1748.1,2063.7,1658.0,1702.2,309.0,2150.8,2217.9,1994.6,2116.6,1866.2,2050.9,2292.6,309.8,2153.4,2101.3,2007.4,2107.1,1838.2,1928.1,2169.9,301.1,2080.6,2204.3,1997.9,2655.9,1969.8,2164.0,2411.4,309.3,2019.5,1827.7,2036.3,2549.1,1902.5,2204.7,2477.7
183,318.9,1748.5,1882.3,633.7,1652.9,2005.1,1713.6,1871.1,304.2,1572.4,1730.8,1347.1,1748.5,2056.1,1659.7,1697.7,308.9,2152.6,2221.9,1990.5,2117.0,1867.3,2053.4,2296.0,310.3,2152.9,2102.5,1999.3,2114.0,1844.4,1926.6,2171.2,301.0,2088.5,2196.5,1991.9,2657.8,1969.1,2154.7,2397.1,309.6,2019.1,1831.6,2035.6,2542.4,1895.3,2185.0,2479.2
184,319.2,1752.0,1887.8,633.7,1656.2,2004.5,1714.7,1868.6,304.0,1570.0,1728.1,1344.5,1757.9,2046.9,1659.3,1696.2,309.0,2160.5,2215.2,1991.6,2113.4,1857.9,2064.6,2277.6,309.8,2145.5,2108.7,1991.6,2108.3,1855.6,1929.3,2183.1,301.0,2083.0,2193.1,1991.2,2657.4,1965.8,2156.8,2400.1,309.4,2021.4,1835.1,2032.2,2549.5,1886.7,2180.2,2484.6
185,319.1,1753.5,1893.1,633.6,1655.2,2013.2,1712.0,1870.3,304.3,1566.9,1723.1,1345.7,1758.5,2041.9,1659.4,1695.9,308.9,2163.9,2216.8,1997.0,2104.2,1864.6,2057.7,2277.5,310.1,2143.2,2114.8,1992.7,2108.2,1852.5,1920.4,2180.4,300.9,2070.1,2187.5,1991.2,2658.9,1978.4,2167.7,2400.0,309.3,2025.1,1834.8,2039.2,2548.2,1871.1,2165.0,2489.4
186,319.2,1755.3,1888.7,633.8,1648.3,2018.6,1711.1,1871.9,304.0,1567.6,1732.2,1343.1,1760.7,2034.8,1660.7,1688.3,308.9,2162.1,2206.3,1998.7,2106.4,1860.7,2061.5,2289.0,309.9,2131.1,2105.7,1989.8,2106.9,1858.7,1931.2,2175.3,300.8,2067.8,2182.1,1986.7,2648.7,1969.3,2164.7,2387.5,309.4,2026.0,1840.2,2027.1,2553.3,1873.2,2155.9,2490.4
187,319.1,1755.1,1889.7,632.4,1648.0,2015.7,1712.9,1872.3,304.2,1571.8,1726.3,1346.6,1750.7,2041.4,1662.4,1689.5,309.0,2155.4,2217.7,1983.6,2107.8,1865.2,2053.6,2284.1,310.0,2113.8,2100.0,1983.9,2093.4,1854.7,1931.7,2171.3,301.1,2064.7,2174.5,1978.9,2640.0,1962.8,2159.5,2373.3,309.7,2014.1,1837.4,2019.2,2561.2,1858.7,2144.1,2480.5
188,318.9,1751.1,1896.7,631.7,1647.0,2013.7,1717.4,1870.7,304.0,1566.1,1719.9,1355.0,1748.5,2043.2,1669.6,1690.3,308.8,2155.9,2221.0,1979.9,2108.3,1868.2,2050.4,2285.1,309.9,2113.7,2103.2,1979.2,2077.7,1852.2,1931.7,2181.6,300.7,2078.9,2168.3,1995.7,2625.1,1970.5,2149.0,2369.4,309.5,2014.8,1830.5,2018.3,2546.3,1856.3,2146.5,2475.0
189,319.0,1748.6,1900.1,632.4,1645.3,2024.9,1720.8,1872.9,304.0,1564.5,1724.2,1353.8,1749.3,2037.4,1668.5,1688.9,308.9,2148.8,2226.3,1978.4,2112.9,1863.8,2054.6,2276.7,309.7,2115.0,2106.3,1984.3,2063.0,1858.6,1941.3,2178.1,301.1,2074.9,2170.8,2004.8,2628.8,1974.7,2160.0,2363.0,309.6,2007.2,1836.9,2009.7,2540.3,1848.2,2142.6,2476.9
190,319.0,1740.6,1892.8,632.5,1649.8,2020.5,1724.2,1870.2,304.3,1563.7,1725.9,1351.9,1749.4,2032.4,1668.8,1695.1,308.8,2143.9,2216.5,1978.5,2108.7,1856.4,2048.1,2282.9,310.0,2108.5,2096.0,1985.8,2063.4,1847.1,1942.9,2174.5,300.8,2075.9,2167.4,2008.8,2630.0,1972.7,2159.0,2373.3,309.5,1997.9,1840.3,2010.0,2536.3,1850.7,2149.7,2470.7
191,319.0,1729.8,1885.5,632.7,1640.0,2017.5,1725.7,1875.5,303.9,1561.6,1728.1,1351.8,1757.3,2020.0,1664.7,1699.2,308.8,2148.6,2205.6,1968.6,2103.6,1849.4,2034.6,2289.3,309.6,2109.8,2106.0,1982.3,2053.2,1836.9,1941.0,2153.1,301.0,2079.5,2169.5,2004.0,2618.3,1970.1,2170.8,2382.6,309.7,1995.1,1845.2,2016.7,2537.8,1852.9,2161.1,2479.1
192,318.9,1739.3,1881.7,633.3,1637.5,2026.8,1712.7,1876.8,303.9,1569.1,1721.1,1347.5,1760.1,2020.6,1659.8,1704.6,308.8,2148.6,2213.3,1973.7,2109.5,1852.9,2032.4,2294.3,310.1,2105.4,2112.9,1966.8,2051.8,1823.2,1949.3,2169.7,300.5,2074.9,2179.0,1994.2,2612.5,1984.0,2175.5,2379.3,309.5,1997.6,1847.5,2009.9,2531.7,1856.5,2153.1,2484.9
193,318.9,1735.3,1884.4,633.2,1642.8,2033.6,1708.4,1873.6,303.9,1559.1,1730.4,1349.5,1763.3,2029.2,1655.4,1693.4,308.7,2155.9,2214.7,1968.5,2110.9,1861.4,2020.5,2294.0,309.8,2099.3,2096.2,1975.4,2052.4,1825.6,1946.0,2154.5,300.8,2066.6,2173.5,1986.4,2613.9,1981.9,2183.6,2384.9,309.6,1992.1,1845.3,1993.8,2531.9,1856.4,2151.4,2489.6
194,318.9,1732.7,1884.6,633.1,1639.5,2030.0,1712.2,1875.3,304.0,1555.4,1728.8,1345.0,1755.4,2025.6,1657.4,1692.3,308.8,2150.5,2207.4,1963.8,2107.6,1862.2,2013.3,2296.3,310.0,2101.9,2113.7,1963.8,2052.0,1837.8,1935.7,2166.4,300.6,2057.4,2162.0,1993.2,2617.3,1968.2,2178.9,2390.4,309.5,1993.8,1842.1,1985.5,2543.9,1854.0,2140.7,2485.7
195,318.9,1733.6,1883.0,633.6,1648.5,2025.5,1714.4,1867.7,304.3,1556.6,1731.1,1337.5,1756.6,2024.3,1660.8,1688.5,308.7,2161.1,2218.0,1973.3,2107.3,1842.3,2015.6,2303.7,309.6,2099.1,2117.2,1965.7,2050.3,1823.6,1943.6,2176.7,300.8,2046.5,2150.2,1983.7,2616.7,1974.1,2177.5,2381.0,309.3,1990.7,1832.5,1975.8,2538.8,1840.8,2144.5,2484.8
196,318.8,1739.7,1879.4,634.1,1634.7,2026.5,1714.8,1861.6,303.8,1563.7,1719.1,1341.1,1759.0,2020.1,1672.1,1681.0,308.8,2153.7,2213.9,1974.9,2110.4,1843.5,2022.9,2305.5,310.0,2099.6,2107.2,1962.7,2047.5,1825.3,1955.3,2175.9,301.0,2060.9,2139.2,1965.8,2611.9,1980.2,2169.6,2370.9,309.7,1986.0,1834.2,1973.4,2541.3,1827.5,2146.6,2475.0
197,319.0,1747.2,1872.0,634.4,1645.4,2028.5,1713.8,1861.1,304.0,1558.8,1724.3,1345.4,1751.4,2019.1,1665.7,1683.2,308.8,2155.2,2224.6,1983.3,2111.3,1840.2,2025.2,2307.9,309.4,2096.1,2108.5,1958.5,2046.1,1831.8,1965.0,2160.8,300.8,2060.8,2130.9,1973.7,2607.4,1995.5,2177.2,2363.0,309.5,1973.4,1840.2,1958.7,2541.0,1826.2,2144.0,2476.1
198,318.8,1748.4,1871.3,634.4,1641.1,2030.2,1713.9,1863.0,303.9,1557.6,1719.0,1345.5,1744.2,2010.8,1667.7,1686.1,308.7,2166.3,2221.4,1980.1,2112.6,1840.1,2019.9,2300.0,309.9,2092.3,2107.1,1949.0,2046.4,1821.4,1971.8,2153.7,300.9,2050.3,2131.6,1980.7,2613.4,1983.8,2182.1,2358.1,309.7,1971.2,1831.3,1959.5,2538.9,1844.8,2144.1,2474.5
199,318.7,1753.5,1880.9,634.1,1638.1,2030.0,1720.6,1858.1,303.8,1545.9,1716.0,1344.5,1744.0,2003.5,1663.9,1690.2,308.5,2152.7,2215.6,1985.4,2112.7,1839.0,2019.1,2294.0,309.9,2093.5,2100.3,1955.5,2041.1,1818.7,1980.4,2161.3,300.8,2055.6,2153.8,1982.8,2588.9,1980.2,2183.9,2345.2,309.4,1963.6,1824.5,1952.0,2533.7,1847.3,2141.8,2477.7
200,318.8,1750.1,1879.7,634.2,1646.3,2036.1,1722.3,1860.3,304.1,1538.5,1707.9,1347.1,1749.1,1996.9,1665.3,1700.7,308.6,2157.5,2221.5,1983.4,2112.4,1829.0,2029.4,2291.7,309.9,2096.3,2101.4,1955.6,2048.8,1814.0,1968.1,2134.1,300.6,2056.3,2160.9,1982.4,2533.3,1985.9,2184.7,2347.5,309.5,1965.5,1825.6,1948.4,2538.0,1847.5,2151.8,2470.9
