,1e_EMPTY WELL_1,1e_E521_1,1e_E522_1,1e_E523_1,1e_CONTROL_1,1e_E524_1,1e_E525_1,1e_E526_1,1e_EMPTY WELL_2,1e_E521_2,1e_E522_2,1e_E523_2,1e_CONTROL_2,1e_E524_2,1e_E525_2,1e_E526_2,2e_EMPTY WEL_1,2e_E548_1,2e_E549_1,2e_E550_1,2e_CONTROL_1,2e_E551_1,2e_E552_1,2e_E553_1,2e_EMPTY WEL_2,2e_E548_2,2e_E549_2,2e_E550_2,2e_CONTROL_2,2e_E551_2,2e_E552_2,2e_E553_2,3e_EMPTY WELL_1,3e_E528_1,3e_E530_1,3e_E531_1,3e_CONTROL_1,3e_E533_1,3e_E534_1,3e_E535_1,3e_EMPTY WELL_2,3e_E528_2,3e_E530_2,3e_E531_2,3e_CONTROL_2,3e_E533_2,3e_E534_2,3e_E535_2,4e_EMPTY WELL_1,4e_E579_1,4e_E581_1,4e_E582_1,4e_CONTROL_1,4e_E585_1,4e_E586_1,4e_E587_1,4e_EMPTY WELL_2,4e_E579_2,4e_E581_2,4e_E582_2,4e_CONTROL_2,4e_E585_2,4e_E586_2,4e_E587_2,5e_EMPTY WELL_1,5e_E554_1,5e_E555_1,5e_E558_1,5e_CONTROL_1,5e_E559_1,5e_E560_1,5e_E561_1,5e_EMPTY WELL_2,5e_E554_2,5e_E555_2,5e_E558_2,5e_CONTROL_2,5e_E559_2,5e_E560_2,5e_E561_2,6e_EMPTY WELL_1,6e_E563_1,6e_E570_1,6e_E573_1,6e_CONTROL_1,6e_E576_1,6e_E577_1,6e_E578_1,6e_EMPTY WELL_2,6e_E563_2,6e_E570_2,6e_E573_2,6e_CONTROL_2,6e_E576_2,6e_E577_2,6e_E578_2,7e_EMPTY WELL_1,7e_E537_1,7e_E538_1,7e_E542_1,7e_CONTROL_1,7e_E543_1,7e_E545_1,7e_E546_1,7e_EMPTY WELL_2,7e_E537_2,7e_E538_2,7e_E542_2,7e_CONTROL_2,7e_E543_2,7e_E545_2,7e_E546_2,8e_CONTROL_1,8e_E482_1,8e_E484_1,8e_E485_1,8e_CONTROL_2,8e_E482_2,8e_E484_2,8e_E485_2,9e_EMPTY WELL_1,9e_E510_1,9e_E513_1,9e_E515_1,9e_CONTROL_1,9e_E517_1,9e_E518_1,9e_E520_1,9e_EMPTY WELL_2,9e_E510_2,9e_E513_2,9e_E515_2,9e_CONTROL_2,9e_E517_2,9e_E518_2,9e_E520_2,10e_EMPTY WELL_1,10e_E454_1,10e_E456_1,10e_E461_1,10e_CONTROL_1,10e_E487_1,10e_E489_1,10e_E493_1,10e_EMPTY WELL_2,10e_E454_2,10e_E456_2,10e_E461_2,10e_CONTROL_2,10e_E487_2,10e_E489_2,10e_E493_2,11e_EMPTY WELL_1,11e_E498_1,11e_E503_1,11e_E504_1,11e_CONTROL_1,11e_E506_1,11e_E507_1,11e_E509_1,11e_EMPTY WELL_2,11e_E498_2,11e_E503_2,11e_E504_2,11e_CONTROL_2,11e_E506_2,11e_E507_2,11e_E509_2,12e_EMPTY WELL_1,12e_E588_1,12e_E590_1,12e_E591_1,12e_CONTROL_1,12e_E592_1,12e_E593_1,12e_E594_1,12e_EMPTY WELL_2,12e_E588_2,12e_E590_2,12e_E591_2,12e_CONTROL_2,12e_E592_2,12e_E593_2,12e_E594_2,13e_EMPTY WELL_1,13e_E612_1,13e_E625_1,13e_E639_1,13e_CONTROL_1,13e_E641_1,13e_E650_1,13e_E655_1,13e_EMPTY WELL_2,13e_E612_2,13e_E625_2,13e_E639_2,13e_CONTROL_2,13e_E641_2,13e_E650_2,13e_E655_2,freq
0 days 17:30:00,305.0,2060.9,2101.8,1975.1,2115.9,1822.1,1899.6,2293.0,306.0,2056.2,2028.9,1990.0,2239.5,2005.4,1991.8,2385.7,300.0,2087.1,2192.8,2332.8,2370.0,2155.9,2098.4,2139.4,312.3,2055.9,2217.2,2163.6,2278.5,2166.4,2010.0,2207.7,308.6,1767.4,1999.8,1771.5,2148.4,1833.6,1969.8,1988.3,313.3,1842.6,2060.6,2150.7,2130.2,1915.7,1952.1,2034.6,303.2,1683.6,1644.6,1788.5,2038.6,1939.6,1919.3,1788.1,303.9,1697.4,1611.2,1649.8,2058.4,2097.0,1961.4,1836.5,301.0,1988.6,1808.4,1969.7,1991.0,2058.5,1961.8,1946.8,306.0,1838.9,1688.6,2181.8,1822.5,1975.3,2017.0,1863.9,303.8,2022.9,2047.2,2222.4,2255.7,2179.4,2020.3,2120.0,305.3,2219.6,2134.9,2249.5,2135.9,2118.9,2009.4,2188.1,307.0,1886.4,1776.1,2151.9,2168.5,1991.1,1952.1,1772.3,311.0,1992.2,1775.9,2143.2,2312.5,2020.4,2055.9,2048.9,2035.8,1642.5,2046.6,1797.4,2049.9,1642.1,2101.1,1709.7,,,,,,,,,,,,,,,,,306.1,2115.7,1898.6,2298.2,2134.4,1792.1,1935.0,2225.5,311.2,1974.9,1965.5,2220.1,2196.1,1882.3,2076.4,2307.5,,,,,,,,,,,,,,,,,313.8,1904.3,2091.8,629.7,1880.3,2259.9,1848.1,1924.6,299.5,1759.2,1826.3,1566.0,1903.1,2169.8,1668.8,1850.9,,,,,,,,,,,,,,,,,4000
0 days 17:31:00,305.1,2057.0,2100.4,1985.9,2114.8,1837.5,1886.5,2290.7,305.7,2060.1,2037.7,1993.6,2246.7,2004.8,1985.3,2387.1,299.7,2089.6,2191.7,2331.7,2369.8,2157.3,2086.7,2146.2,312.2,2051.4,2224.6,2157.4,2276.7,2166.0,2009.9,2207.1,308.6,1772.4,2002.7,1778.6,2153.1,1837.0,1975.4,1989.4,313.7,1836.9,2061.8,2140.6,2126.9,1912.0,1952.4,2037.4,302.9,1687.2,1643.0,1787.0,2031.9,1955.1,1919.0,1785.0,304.3,1695.6,1613.7,1643.3,2061.4,2099.9,1944.0,1836.2,301.0,1989.9,1798.4,1966.7,1998.1,2061.2,1958.1,1956.0,306.2,1834.1,1686.8,2180.9,1824.5,1983.2,2018.1,1864.2,303.7,2012.3,2045.6,2230.7,2253.5,2174.3,2016.7,2123.3,305.5,2215.2,2139.3,2244.0,2133.8,2109.3,2012.8,2191.7,307.0,1881.6,1776.5,2154.4,2171.4,1992.5,1957.2,1769.3,311.5,1993.9,1773.3,2150.6,2313.7,2008.2,2055.5,2046.4,2032.3,1647.0,2042.9,1795.8,2050.8,1643.9,2102.2,1705.5,,,,,,,,,,,,,,,,,306.2,2119.2,1893.5,2287.1,2129.9,1793.0,1922.0,2223.8,311.5,1979.2,1970.4,2225.6,2185.8,1874.5,2076.0,2304.1,,,,,,,,,,,,,,,,,313.9,1909.9,2088.1,630.3,1872.0,2255.5,1850.8,1925.0,299.6,1750.8,1837.0,1562.7,1916.1,2162.6,1676.7,1849.9,,,,,,,,,,,,,,,,,4000
0 days 17:32:00,305.0,2064.2,2109.3,1982.3,2119.1,1845.7,1860.0,2292.6,305.6,2058.1,2041.6,1999.8,2242.5,2001.9,1980.7,2378.0,299.8,2083.0,2188.4,2325.5,2353.1,2151.1,2087.4,2146.6,312.1,2057.8,2229.3,2158.0,2272.5,2161.5,2013.5,2208.3,308.7,1778.2,2004.4,1783.5,2156.4,1836.3,1971.5,1994.7,313.3,1838.5,2061.7,2137.0,2126.7,1909.0,1946.3,2028.9,303.1,1683.7,1647.6,1782.1,2036.6,1964.0,1910.2,1797.4,304.1,1703.0,1605.3,1641.9,2066.4,2110.5,1957.3,1836.9,301.1,1994.5,1796.1,1966.8,1997.3,2051.9,1959.9,1953.7,306.5,1823.2,1683.9,2178.4,1816.9,1984.5,2022.2,1865.8,303.6,2015.6,2042.7,2232.6,2249.6,2176.7,2010.6,2121.7,305.3,2218.7,2136.0,2244.7,2136.5,2109.2,2014.3,2187.9,307.0,1879.5,1778.5,2153.4,2170.3,1989.7,1954.9,1769.6,311.0,1992.5,1769.7,2159.7,2315.1,2013.4,2052.6,2040.9,2029.6,1635.3,2044.0,1804.5,2050.3,1642.7,2096.0,1710.8,,,,,,,,,,,,,,,,,306.0,2119.9,1894.5,2293.8,2126.5,1801.9,1938.5,2228.1,311.1,1975.1,1967.0,2217.0,2190.4,1881.5,2075.7,2307.0,,,,,,,,,,,,,,,,,313.9,1918.5,2091.9,630.6,1871.5,2254.2,1863.6,1920.1,299.7,1754.1,1843.1,1563.8,1915.8,2156.1,1677.7,1846.4,,,,,,,,,,,,,,,,,4000
0 days 17:33:00,305.1,2066.5,2096.2,1980.5,2119.8,1841.5,1872.8,2295.0,306.0,2047.2,2035.2,1990.9,2251.3,1983.9,1981.0,2373.4,300.0,2094.0,2183.7,2332.8,2354.6,2143.3,2087.3,2140.9,312.6,2063.1,2229.6,2158.0,2260.8,2157.4,2017.6,2208.2,308.7,1774.3,2001.8,1790.7,2155.8,1823.5,1975.3,1987.5,313.6,1839.8,2060.8,2120.9,2140.7,1913.2,1950.0,2028.6,303.1,1684.4,1646.8,1784.2,2048.7,1958.7,1901.3,1797.0,304.5,1706.0,1603.4,1638.9,2057.0,2110.9,1956.7,1833.1,301.0,1998.0,1813.2,1971.1,1994.9,2051.5,1957.4,1960.1,305.9,1830.3,1682.7,2180.5,1807.8,1988.3,2029.0,1867.2,303.6,2006.0,2053.9,2238.8,2249.0,2186.2,2013.1,2123.3,305.3,2215.3,2132.6,2251.7,2130.2,2110.3,2012.0,2185.8,306.9,1884.3,1789.1,2158.1,2168.4,1989.6,1959.4,1771.1,311.5,1991.0,1784.8,2164.3,2322.4,2008.6,2050.8,2042.7,2033.5,1640.2,2043.5,1802.9,2053.1,1640.4,2095.5,1712.5,,,,,,,,,,,,,,,,,306.0,2123.4,1895.6,2294.0,2123.1,1814.5,1943.6,2226.3,311.4,1989.2,1962.2,2210.9,2190.9,1882.4,2079.3,2298.7,,,,,,,,,,,,,,,,,313.5,1916.7,2093.0,630.8,1860.9,2253.6,1862.5,1925.2,299.5,1759.5,1841.2,1565.9,1904.1,2158.9,1682.9,1850.0,,,,,,,,,,,,,,,,,4000
0 days 17:34:00,305.1,2056.0,2095.7,1988.8,2118.1,1842.6,1878.6,2295.3,305.8,2046.0,2029.1,2003.7,2244.0,1978.5,1989.2,2365.3,299.7,2100.6,2185.4,2327.7,2358.2,2159.0,2082.0,2140.4,312.4,2060.1,2223.4,2156.5,2255.3,2168.2,2021.1,2208.0,308.5,1775.1,2004.9,1785.7,2155.2,1817.9,1980.1,1990.2,313.2,1826.7,2058.0,2128.5,2148.6,1913.1,1954.1,2019.2,303.1,1677.7,1649.4,1783.5,2048.2,1966.1,1891.5,1786.9,304.0,1695.2,1609.5,1638.7,2043.4,2119.2,1953.0,1827.7,301.0,1991.4,1818.6,1974.4,1992.7,2053.6,1953.9,1961.4,306.5,1841.1,1678.5,2170.4,1804.0,1981.3,2031.3,1867.2,303.6,2015.4,2066.5,2235.9,2257.7,2190.6,2011.3,2111.5,305.7,2220.2,2135.3,2259.8,2132.9,2111.9,2001.4,2193.2,306.8,1881.6,1789.6,2154.0,2177.9,1985.1,1958.0,1767.7,311.3,1991.9,1798.0,2157.0,2329.1,2009.0,2052.3,2046.8,2033.7,1641.5,2047.4,1800.0,2048.5,1646.5,2080.8,1710.9,,,,,,,,,,,,,,,,,306.2,2118.0,1898.1,2298.4,2125.5,1810.8,1937.7,2240.3,311.1,1996.4,1954.9,2218.3,2182.7,1893.5,2076.4,2298.3,,,,,,,,,,,,,,,,,313.9,1919.8,2088.3,631.3,1865.3,2254.0,1862.1,1921.7,299.5,1765.0,1839.9,1566.4,1895.3,2159.5,1688.3,1846.3,,,,,,,,,,,,,,,,,4000
0 days 17:35:00,305.1,2048.7,2098.8,1991.6,2115.5,1845.2,1883.8,2299.3,306.0,2036.1,2022.8,1993.5,2239.0,1977.5,1984.1,2366.7,299.8,2107.3,2187.6,2322.3,2355.7,2149.3,2077.0,2139.0,312.5,2064.9,2224.0,2152.5,2268.8,2167.4,2002.0,2209.2,308.6,1777.4,2002.5,1787.9,2149.1,1822.5,1977.4,1998.5,313.6,1823.4,2058.0,2116.3,2137.2,1918.0,1962.1,2021.8,303.3,1671.3,1645.5,1772.9,2050.0,1952.5,1897.6,1777.8,304.4,1694.2,1617.5,1638.9,2041.2,2125.2,1963.9,1826.1,300.8,1993.0,1809.8,1985.8,1989.6,2055.5,1942.9,1959.4,306.2,1841.8,1673.9,2165.8,1794.4,1981.2,2030.7,1870.1,303.6,2019.3,2068.0,2230.5,2260.9,2186.4,2013.0,2118.3,305.2,2222.8,2133.3,2262.8,2132.6,2113.6,1999.8,2191.3,307.0,1883.2,1793.3,2149.1,2177.3,1985.5,1955.0,1778.8,311.5,1998.3,1797.6,2159.0,2344.5,2009.6,2050.5,2042.3,2030.6,1633.2,2049.3,1799.4,2050.1,1657.6,2080.7,1716.8,,,,,,,,,,,,,,,,,306.0,2114.6,1896.3,2304.2,2124.0,1815.4,1937.8,2223.7,310.9,1989.1,1952.0,2223.6,2186.3,1893.2,2075.4,2295.9,,,,,,,,,,,,,,,,,313.7,1910.4,2093.1,631.7,1864.0,2255.2,1863.9,1919.8,299.5,1759.6,1843.1,1565.2,1892.9,2162.0,1688.6,1838.0,,,,,,,,,,,,,,,,,4000
0 days 17:36:00,305.0,2060.8,2103.8,1996.0,2110.8,1852.1,1873.6,2288.2,305.9,2026.5,2027.1,1996.1,2237.8,1980.4,1982.2,2363.0,299.8,2097.4,2187.1,2324.3,2372.1,2153.4,2080.6,2141.1,312.5,2069.2,2226.7,2165.4,2284.7,2165.7,1994.6,2212.3,308.7,1775.5,2008.6,1792.9,2149.0,1827.0,1977.4,2006.1,313.1,1820.9,2054.7,2117.3,2124.5,1916.9,1959.0,2033.0,303.2,1676.0,1647.0,1773.7,2047.6,1956.1,1898.4,1770.6,304.2,1683.5,1621.7,1644.0,2047.9,2117.4,1974.0,1830.1,300.8,1995.9,1800.6,1984.0,1989.7,2050.4,1941.9,1974.4,306.4,1828.9,1672.4,2164.0,1799.7,1979.4,2032.6,1869.1,303.6,2019.7,2074.8,2229.3,2259.2,2182.8,2013.1,2109.4,305.5,2204.1,2128.1,2255.2,2134.5,2113.2,1995.9,2196.3,306.9,1881.4,1787.8,2151.9,2178.5,1984.2,1951.3,1778.6,311.2,1995.4,1797.7,2160.2,2344.0,2007.6,2045.0,2048.9,2031.3,1642.4,2045.4,1794.8,2051.3,1653.6,2079.1,1715.8,,,,,,,,,,,,,,,,,306.3,2116.0,1898.0,2302.1,2129.8,1806.7,1928.5,2221.8,311.4,1995.8,1953.6,2223.8,2183.4,1889.4,2076.8,2299.9,,,,,,,,,,,,,,,,,313.5,1903.8,2090.9,632.0,1859.5,2252.6,1861.3,1919.8,299.4,1750.6,1838.8,1564.6,1897.2,2162.0,1690.9,1847.1,,,,,,,,,,,,,,,,,4000
0 days 17:37:00,305.1,2053.1,2117.5,1991.9,2114.0,1852.7,1859.2,2288.6,306.0,2022.3,2035.3,1991.4,2221.8,1992.3,1972.4,2359.1,299.6,2097.9,2183.3,2328.3,2378.4,2165.4,2095.3,2139.1,312.0,2065.4,2226.8,2164.1,2286.4,2163.7,1987.4,2209.6,308.6,1768.4,2014.4,1810.2,2159.1,1830.8,1980.1,2019.6,313.6,1818.4,2056.6,2128.4,2139.6,1914.8,1959.4,2040.3,303.1,1668.9,1646.6,1762.9,2053.7,1956.1,1895.9,1773.5,303.9,1681.5,1626.6,1646.8,2045.0,2116.8,1961.7,1827.0,301.0,1998.2,1798.3,1981.9,1980.7,2043.5,1950.7,1981.6,306.4,1829.9,1666.7,2167.0,1806.6,1979.9,2029.2,1870.7,303.6,2011.5,2074.6,2235.2,2259.7,2184.2,2016.3,2112.0,305.5,2193.9,2131.6,2254.9,2135.6,2117.5,2002.5,2189.4,306.9,1874.4,1779.9,2147.1,2166.5,1982.9,1951.0,1784.6,311.4,1993.9,1792.3,2153.3,2341.9,2011.9,2047.5,2044.5,2031.5,1631.1,2048.7,1796.2,2047.0,1657.5,2067.8,1713.3,,,,,,,,,,,,,,,,,305.9,2115.5,1898.3,2307.1,2130.2,1802.8,1922.6,2224.9,311.1,1983.2,1955.0,2223.2,2179.2,1889.1,2080.5,2313.1,,,,,,,,,,,,,,,,,313.8,1905.8,2098.9,631.2,1870.2,2252.9,1857.2,1920.2,300.0,1752.0,1844.2,1573.7,1899.8,2165.2,1692.3,1857.2,,,,,,,,,,,,,,,,,4000
0 days 17:38:00,305.1,2053.1,2128.3,1993.7,2115.8,1847.0,1850.3,2287.3,305.7,2013.8,2039.6,1995.8,2220.0,1981.9,1966.3,2352.8,299.9,2098.7,2181.7,2332.4,2377.4,2172.4,2081.7,2141.8,312.5,2065.4,2219.8,2151.9,2280.8,2169.3,1997.0,2211.2,308.5,1769.7,2017.8,1805.8,2163.3,1827.9,1979.7,2015.8,313.3,1824.6,2063.0,2133.4,2130.2,1921.6,1960.4,2022.0,303.1,1666.4,1657.6,1770.4,2047.8,1954.7,1906.7,1777.7,304.2,1678.1,1626.6,1655.8,2031.1,2119.7,1955.3,1823.9,300.8,1990.9,1802.9,1983.6,1968.3,2048.0,1946.5,1973.0,306.0,1830.8,1676.7,2163.0,1807.7,1972.6,2023.4,1872.5,303.4,2007.9,2074.6,2231.7,2258.7,2179.2,2014.2,2115.3,305.1,2196.2,2130.4,2255.8,2139.4,2120.7,2000.4,2186.9,307.0,1884.1,1777.9,2144.8,2146.0,1989.2,1949.8,1781.0,311.1,1992.1,1799.4,2151.4,2328.4,2008.8,2053.3,2044.9,2032.9,1633.9,2043.5,1798.6,2047.6,1654.3,2074.4,1713.8,,,,,,,,,,,,,,,,,306.3,2117.9,1905.7,2307.0,2130.5,1797.8,1932.9,2228.5,310.9,1998.1,1957.0,2211.1,2182.2,1894.2,2093.3,2333.6,,,,,,,,,,,,,,,,,313.5,1902.1,2092.2,631.0,1870.0,2257.7,1860.1,1917.5,299.5,1760.3,1846.3,1578.1,1906.5,2169.7,1689.6,1857.0,,,,,,,,,,,,,,,,,4000
0 days 17:39:00,305.1,2071.5,2119.3,1989.1,2116.0,1838.3,1860.6,2279.6,306.1,2021.3,2035.4,1994.2,2225.0,1989.0,1958.3,2356.4,299.8,2102.1,2183.4,2326.8,2385.3,2169.9,2070.8,2134.3,312.3,2071.1,2222.9,2146.5,2276.6,2170.3,1993.0,2208.3,308.6,1776.5,2015.8,1785.9,2165.2,1832.2,1981.7,2004.1,313.6,1823.4,2054.4,2133.4,2134.6,1922.3,1961.5,2016.2,303.1,1668.8,1665.7,1768.0,2043.3,1953.1,1913.8,1782.6,304.0,1661.3,1618.5,1654.0,2026.8,2117.4,1956.1,1825.1,301.0,1990.9,1805.0,1984.0,1955.5,2051.1,1937.3,1983.8,306.3,1828.5,1671.7,2169.8,1809.8,1973.4,2031.3,1867.6,303.5,2007.9,2078.4,2231.0,2255.0,2171.4,2020.1,2116.2,305.6,2200.7,2130.7,2248.1,2144.5,2118.6,1998.6,2187.7,307.0,1884.8,1776.6,2138.7,2141.1,1993.3,1951.7,1787.3,311.4,2001.0,1804.2,2146.8,2347.2,2000.3,2044.7,2047.1,2028.9,1632.4,2040.6,1801.1,2046.3,1654.2,2081.9,1712.3,,,,,,,,,,,,,,,,,306.2,2116.3,1902.8,2296.8,2127.3,1792.2,1932.1,2225.0,311.5,2002.2,1950.6,2203.4,2186.2,1894.1,2090.8,2331.3,,,,,,,,,,,,,,,,,313.5,1900.6,2095.8,630.8,1862.3,2260.7,1854.5,1918.1,299.4,1758.0,1851.2,1571.0,1915.7,2178.8,1691.9,1858.6,,,,,,,,,,,,,,,,,4000
0 days 17:40:00,304.9,2072.1,2126.3,1993.2,2117.0,1841.0,1866.1,2288.5,305.8,2024.1,2034.3,1989.1,2230.8,1983.8,1961.7,2365.7,299.7,2096.9,2187.6,2332.2,2381.8,2170.6,2076.4,2135.8,312.2,2067.7,2218.5,2140.1,2276.1,2171.5,1992.9,2214.8,308.4,1773.1,2019.9,1787.5,2169.2,1829.1,1983.7,1997.5,313.2,1825.5,2053.2,2132.8,2141.6,1926.6,1966.5,2010.0,303.0,1660.5,1678.0,1772.5,2051.9,1935.7,1908.7,1784.9,304.4,1663.5,1610.7,1641.6,2039.3,2122.7,1948.5,1829.2,300.9,1996.8,1794.1,1974.6,1963.6,2056.6,1936.3,1984.1,306.1,1829.3,1678.9,2168.6,1822.2,1985.6,2039.1,1865.2,303.4,2013.5,2086.3,2229.7,2259.8,2174.0,2021.0,2109.3,305.2,2194.8,2137.1,2250.0,2145.8,2114.2,1999.2,2195.3,306.8,1888.8,1774.2,2141.7,2134.2,1991.3,1948.3,1788.7,311.2,1998.0,1804.3,2147.8,2342.1,1996.4,2044.8,2048.9,2026.7,1631.0,2038.5,1801.4,2046.4,1658.4,2085.7,1713.6,,,,,,,,,,,,,,,,,306.1,2115.2,1904.2,2295.5,2129.6,1793.7,1931.7,2233.1,311.1,1989.0,1956.1,2211.5,2188.9,1890.0,2093.9,2329.4,,,,,,,,,,,,,,,,,313.7,1892.4,2093.6,631.4,1862.7,2248.3,1856.2,1919.4,299.8,1752.9,1846.8,1572.0,1915.6,2179.5,1696.4,1858.4,,,,,,,,,,,,,,,,,4000
0 days 17:41:00,305.1,2061.3,2120.9,1994.3,2119.0,1838.8,1875.9,2297.9,306.0,2031.6,2027.1,1989.7,2231.9,1983.5,1948.8,2361.4,299.8,2081.6,2187.8,2343.0,2383.0,2181.8,2070.7,2139.4,312.2,2061.6,2216.4,2145.1,2286.2,2163.4,1995.3,2213.8,308.3,1776.4,2022.0,1779.8,2169.9,1827.8,1981.1,2011.9,313.4,1829.0,2047.8,2125.5,2146.5,1922.6,1969.4,2016.9,303.1,1661.7,1674.7,1771.7,2036.5,1948.9,1904.8,1790.9,303.8,1664.6,1608.9,1639.5,2038.9,2127.2,1937.1,1830.2,300.6,1994.6,1800.2,1973.4,1965.9,2057.0,1955.8,1989.0,305.9,1838.9,1687.2,2172.2,1818.8,2002.9,2048.2,1856.1,303.4,2011.5,2085.0,2236.9,2265.9,2180.9,2020.8,2123.4,305.2,2206.5,2138.1,2253.8,2144.8,2113.2,2001.9,2196.2,306.9,1890.0,1781.3,2144.5,2131.3,1994.4,1955.7,1785.3,311.2,1987.1,1804.0,2132.7,2337.7,1996.7,2043.5,2057.2,2024.5,1634.0,2035.6,1801.7,2049.1,1652.0,2086.2,1718.2,,,,,,,,,,,,,,,,,306.2,2116.4,1908.2,2288.1,2134.1,1787.6,1923.9,2238.7,311.5,1966.5,1960.6,2212.5,2194.7,1884.8,2097.6,2310.9,,,,,,,,,,,,,,,,,313.4,1883.0,2089.0,631.8,1859.6,2248.8,1858.8,1917.0,299.4,1749.8,1839.2,1568.0,1920.6,2186.8,1699.0,1858.9,,,,,,,,,,,,,,,,,4000
0 days 17:42:00,305.1,2055.3,2126.2,1999.0,2115.8,1840.1,1893.7,2292.9,306.0,2016.0,2029.2,1989.9,2233.0,1992.6,1950.7,2364.3,299.6,2087.3,2188.9,2338.2,2388.7,2168.7,2068.4,2141.1,312.4,2047.1,2216.7,2147.9,2282.8,2159.0,2007.6,2211.2,308.3,1779.2,2018.9,1785.6,2164.0,1829.2,1983.5,2015.7,313.1,1824.9,2049.5,2114.4,2139.2,1928.0,1971.2,2011.2,303.1,1668.2,1667.4,1774.0,2039.6,1948.8,1912.3,1791.7,304.4,1670.3,1609.4,1632.2,2039.2,2132.5,1945.8,1834.9,301.1,1998.4,1796.1,1978.4,1971.0,2060.2,1959.9,1978.5,306.3,1838.3,1691.2,2173.5,1809.8,2010.1,2052.1,1853.9,303.4,2006.2,2077.2,2234.0,2274.0,2176.5,2021.1,2127.4,305.2,2204.7,2136.5,2249.6,2147.1,2125.0,2006.1,2203.1,306.8,1875.3,1786.6,2158.7,2136.9,1996.3,1953.7,1780.2,311.2,1977.0,1807.2,2127.0,2342.1,1990.3,2041.3,2058.4,2022.1,1620.9,2033.0,1798.7,2051.9,1647.6,2074.5,1711.8,,,,,,,,,,,,,,,,,306.2,2107.9,1904.3,2285.7,2131.5,1781.9,1917.2,2254.5,311.0,1963.9,1968.7,2217.0,2185.7,1884.0,2096.1,2313.9,,,,,,,,,,,,,,,,,313.7,1874.7,2085.3,632.2,1865.0,2241.3,1852.3,1910.5,299.5,1752.7,1835.0,1570.8,1923.6,2182.8,1698.0,1858.7,,,,,,,,,,,,,,,,,4000
0 days 17:43:00,305.0,2068.9,2126.3,1991.9,2117.1,1848.1,1893.0,2292.5,306.0,2015.0,2034.3,1991.6,2235.8,2005.0,1939.7,2368.1,299.6,2090.8,2192.6,2332.6,2395.3,2157.4,2056.7,2145.3,312.3,2044.2,2220.1,2148.3,2283.9,2175.0,2005.5,2209.3,308.6,1769.0,2013.8,1782.0,2168.0,1830.5,1986.3,2013.1,313.3,1823.7,2055.1,2101.5,2149.1,1925.2,1972.7,1998.1,303.1,1661.9,1671.7,1775.7,2053.8,1954.9,1919.9,1793.0,303.9,1671.1,1619.1,1643.7,2031.5,2136.9,1952.5,1830.1,300.8,1994.4,1796.4,1977.2,1980.0,2052.2,1954.3,1976.5,306.4,1836.3,1690.5,2170.9,1798.2,2024.7,2056.1,1855.2,303.4,2013.0,2078.6,2231.1,2271.9,2185.6,2014.0,2131.6,305.2,2211.7,2133.5,2246.2,2139.8,2134.2,2013.8,2205.7,307.0,1869.2,1794.9,2156.0,2141.9,2004.7,1954.8,1781.4,311.2,1978.9,1791.6,2127.5,2328.9,1996.1,2039.7,2051.0,2020.4,1614.1,2034.6,1789.2,2055.0,1658.0,2076.9,1710.2,,,,,,,,,,,,,,,,,306.2,2107.8,1906.5,2283.9,2134.1,1789.7,1929.2,2251.0,311.4,1963.2,1970.1,2229.3,2183.0,1885.6,2095.1,2317.2,,,,,,,,,,,,,,,,,313.7,1882.7,2083.4,632.5,1862.5,2241.0,1857.1,1910.8,299.4,1759.3,1835.3,1571.1,1929.0,2182.4,1696.9,1864.6,,,,,,,,,,,,,,,,,4000
0 days 17:44:00,305.1,2084.3,2117.7,1989.0,2111.7,1855.8,1885.1,2295.9,305.6,2019.4,2040.2,1987.4,2243.3,1998.3,1942.2,2367.0,299.6,2096.6,2186.9,2332.2,2391.8,2168.8,2058.2,2144.9,312.4,2052.0,2213.0,2144.2,2279.8,2178.5,1999.3,2207.8,308.4,1773.0,2011.1,1785.1,2172.9,1836.9,1988.9,2010.7,313.0,1835.2,2058.4,2109.7,2154.2,1924.9,1968.5,2001.4,303.1,1662.2,1664.9,1774.0,2053.1,1952.7,1921.1,1790.8,304.2,1675.5,1623.2,1642.4,2019.9,2132.5,1951.0,1832.5,300.7,1994.1,1800.0,1967.6,1988.9,2050.1,1960.6,1982.5,306.0,1833.2,1700.6,2171.9,1807.2,2024.1,2042.1,1847.9,303.4,2009.5,2070.0,2242.3,2272.6,2182.2,2012.7,2127.1,305.4,2197.6,2135.4,2245.5,2142.8,2135.2,2009.9,2202.1,306.9,1880.6,1788.9,2157.5,2139.2,2008.6,1959.9,1789.2,311.1,1979.1,1777.7,2125.9,2329.3,1995.2,2045.8,2049.5,2022.9,1617.5,2032.2,1794.1,2053.9,1656.2,2075.2,1711.8,,,,,,,,,,,,,,,,,306.0,2102.4,1903.5,2286.9,2135.0,1792.3,1925.4,2251.2,311.4,1976.7,1971.2,2237.3,2184.5,1898.6,2101.8,2327.2,,,,,,,,,,,,,,,,,313.8,1881.7,2082.6,632.4,1864.6,2250.1,1864.6,1914.9,299.4,1760.4,1838.6,1574.7,1929.3,2191.1,1690.4,1864.7,,,,,,,,,,,,,,,,,4000
